Food Name,Image URL,Ingredients
Ratatouille,https://static.wikia.nocookie.net/cookingmama/images/9/9f/CMCO_32.png/revision/latest/scale-to-width-down/185?cb=20191210111415,"Tomato Sauce
Onion
Eggplant
Zucchini
Yellow Pepper
Red Pepper
Green Pepper
Salt
Pepper
Thyme
Olive Oil
Garnished with basil"
Mille-Feuille,https://static.wikia.nocookie.net/cookingmama/images/e/eb/CMCO_33.png/revision/latest/scale-to-width-down/185?cb=20191210111439,"Egg Yolk
Cream
Butter
Water
Salt
Bread Flour
Custard Powder
Milk
Cake Flour
Garnished with whipped cream, strawberry, and mint leaves"
Steamed Egg Custard,https://static.wikia.nocookie.net/cookingmama/images/6/6f/CMCO_34.png/revision/latest/scale-to-width-down/185?cb=20191210111504,"Egg
Shiitake Mushroom
Chicken
Boiled Fish Paste (kamaboko)
Soy Sauce
Soup Stock (dashi)
Salt
Shrimp"
Bouillabaisse,https://static.wikia.nocookie.net/cookingmama/images/3/38/CMCO_35.png/revision/latest/scale-to-width-down/185?cb=20191210111543,"Rockfish (dark-banded rockfish)
Scallop
Shrimp
Salt
Pepper (Seasoning)
Black Pepper (Seasoning)
White Pepper (Seasoning)
Thyme (Seasoning)
Tomato
Onion
Garlic
Red Chili Pepper
Olive Oil
Laurel
Garnish (bouquet garni)"
Steamed Pork Buns,https://static.wikia.nocookie.net/cookingmama/images/6/62/CMCO_36.png/revision/latest/scale-to-width-down/185?cb=20191210111606,"Pork
Salt
Cake Flour
Salad Oil (a Japanese colloquial term referring to vegetable oils)
Yeast
Granulated Sugar
Sake
Oyster Sauce
Soy Sauce
Pepper"
Beef Stroganoff,https://static.wikia.nocookie.net/cookingmama/images/6/67/CMCO_37.png/revision/latest/scale-to-width-down/185?cb=20191210111626,"Beef Chuck Roast
Butter
Salt
Pepper
Flour
Onion
Mushroom
Laurel
Wine
Fondu (Fond de Veau, veal stock)
Garnished with green onions"
Salisbury Steak,https://static.wikia.nocookie.net/cookingmama/images/4/45/CMCO_38.png/revision/latest/scale-to-width-down/185?cb=20191210111649,Ingredients not found
Pizza,https://static.wikia.nocookie.net/cookingmama/images/3/35/CMCO_39.png/revision/latest/scale-to-width-down/185?cb=20191210111733,Ingredients not found
Shortcake,https://static.wikia.nocookie.net/cookingmama/images/8/8e/CMCO_40.png/revision/latest/scale-to-width-down/185?cb=20200319104430,"Egg
Cream/Icing
Condensed Sugar (caster sugar)
Butter
Cake Flour
Strawberries
Decorations: Cream Dollops, Mama Figurine, Chocolate House, Chocolate ""Happy Birthday"" Sign"
Tofu,https://static.wikia.nocookie.net/cookingmama/images/1/11/CMCO_41.png/revision/latest/scale-to-width-down/185?cb=20191210111946,"Soy Beans
Water
Bittern (nigari)
Garnished with grated ginger and a shiso leaf"
Crudite,https://static.wikia.nocookie.net/cookingmama/images/5/58/CMCO_42.png/revision/latest/scale-to-width-down/185?cb=20191210112005,"Egg Yolks
Vinegar
Lettuce
Tomato
Onion
Red Pepper
Yellow Pepper
Cucumber
Corn"
Chow Mein,https://static.wikia.nocookie.net/cookingmama/images/6/63/CMCO_43.png/revision/latest/scale-to-width-down/185?cb=20191210112027,"Shiitake Mushroom
Fried Tofu
Salt
Pepper
Vinegar
Soy Sauce
Cake Flour
Bread Flour
Water"
Sausage,https://static.wikia.nocookie.net/cookingmama/images/3/33/CMCO_44.png/revision/latest/scale-to-width-down/185?cb=20191210112047,"Pork
Sausage Casing
Sugar
Salt
Parsley
Thyme
Bread Crumbs
Nutmeg
Garnished with lettuce and whole-grain mustard"
Chiffon Cake,https://static.wikia.nocookie.net/cookingmama/images/d/d1/CMCO_45.png/revision/latest/scale-to-width-down/185?cb=20191210112110,"Egg Yolks
Cake Flour
Blueberry
Granulated Sugar
Lemon Juice
Served with whipped cream and mint"
Assorted Vegetables,https://static.wikia.nocookie.net/cookingmama/images/0/03/CMCO_46.png/revision/latest/scale-to-width-down/185?cb=20191210112133,"Carrot
Taro
Shiitake
Bamboo Shoot
Sugar
Salt
Soy Sauce
Sweet Sake (mirin)
Shiso Leaves"
Keema Curry,https://static.wikia.nocookie.net/cookingmama/images/a/a3/CMCO_47.png/revision/latest/scale-to-width-down/185?cb=20191210112205,"Water
Pork
Rice
Onion
Ginger
Cumin Powder
Turmeric
Coriander Powder
Red Chili Powder
Bay Leaf
Cinnamon
Salt
Canned Tomatoes
Green Peas
Saffron
White Wine"
Fish & Chips,https://static.wikia.nocookie.net/cookingmama/images/5/55/CMCO_48.png/revision/latest/scale-to-width-down/185?cb=20191210112224,"Swordfish
Potato
Salt
Pepper
Eggs
Beer
Cake Flour
Salt (seasoning)
Pepper (seasoning)
Black Pepper (seasoning)
White Pepper (seasoning)
Garnished with curly parsley"
Tart,https://static.wikia.nocookie.net/cookingmama/images/2/20/CMCO_49.png/revision/latest/scale-to-width-down/185?cb=20191210112240,"Eggs
Strawberry
Kiwi
Orange
Butter
Salt
Powdered Sugar
Cake Flour
Tart Filling
Blueberry
Peach"
Pan-Fried Batter Cake,https://static.wikia.nocookie.net/cookingmama/images/0/0e/CMCO_50.png/revision/latest/scale-to-width-down/185?cb=20191210112303,Ingredients not found
Lamb Curry,https://static.wikia.nocookie.net/cookingmama/images/6/68/CMCO_51.png/revision/latest/scale-to-width-down/185?cb=20191210112331,Ingredients not found
Tacos,https://static.wikia.nocookie.net/cookingmama/images/3/38/CMCO_52.png/revision/latest/scale-to-width-down/185?cb=20191210112356,"Beef/Pork
Lettuce
Sweet Corn (Cornflour)
Water
Salt
Bread Flour
Onion
Cheese
Tomato Sauce
Wine
Chili Powder
Tomato"
Mixed Fruit,https://static.wikia.nocookie.net/cookingmama/images/0/01/CMCO_53.png/revision/latest/scale-to-width-down/185?cb=20191210112415,"Apple
Muskmelon
Pineapple
Orange
Kiwi"
Tempura,https://static.wikia.nocookie.net/cookingmama/images/1/10/CMCO_54.png/revision/latest/scale-to-width-down/185?cb=20191210112435,Ingredients not found
Snow Cone,https://static.wikia.nocookie.net/cookingmama/images/f/f6/CMCO_55.1.png/revision/latest/scale-to-width-down/185?cb=20191210112458,"Ice
Strawberry Flavoring
Lemon Flavoring
Blue Hawaii Flavoring"
Pizza,https://static.wikia.nocookie.net/cookingmama/images/1/13/CM2_01.png/revision/latest/scale-to-width-down/150?cb=20190707071516,"Enriched Flour (kyorikiko)
Salt
Hot Water
Yeast
Olive Oil
Tomato Sauce
Cheese
Arrangement Items: Pepperoni, Shrimp, Boiled Eggs, Black Olives"
Peanut Butter,https://static.wikia.nocookie.net/cookingmama/images/c/c3/CM2_02.png/revision/latest/scale-to-width-down/150?cb=20190707071657,"Peanuts
Melted Butter
Salt
Maple Syrup
Served with dinner rolls"
Sea Bream Carpaccio,https://static.wikia.nocookie.net/cookingmama/images/4/4b/CM2_03.png/revision/latest/scale-to-width-down/150?cb=20190707071726,"Chives (asatsuki)
Balsamic Vinegar
Salt
Wine Vinegar
Parsley
Olive Oil
Pepper
Lemon Juice
Sea Bream
Served with mesclun"
Corn Soup,https://static.wikia.nocookie.net/cookingmama/images/7/73/CM2_04.png/revision/latest/scale-to-width-down/150?cb=20190707071759,"Onion
Corn
Butter
Water
Consomme
Salt
Pepper
Fresh Cream
Milk
Served with a swirl of cream and chives"
T-Bone Steak,https://static.wikia.nocookie.net/cookingmama/images/1/16/CM2_05.png/revision/latest/scale-to-width-down/150?cb=20190709132353,"Broccoli
Water
Salt
Potatoes
Pepper
Beef
Arrangement Items: Pudding, Broccoli, Cherry Tomatoes, Flag, Potatoes, Herb Butter"
Apple Pie,https://static.wikia.nocookie.net/cookingmama/images/a/af/CM2_06.png/revision/latest/scale-to-width-down/150?cb=20190709132515,"Apples
Sugar
Lemon Juice
Pie Crust
Egg Yolk"
Eel Rice Bowl,https://static.wikia.nocookie.net/cookingmama/images/d/d1/CM2_07.png/revision/latest/scale-to-width-down/150?cb=20190709132618,"Cooking Wine (mirin)
Soy Sauce
Rice Wine (sake)
Sugar
Eel
Served on top of rice"
Squid Fried Rice,https://static.wikia.nocookie.net/cookingmama/images/d/dc/CM2_08.png/revision/latest/scale-to-width-down/150?cb=20190709132649,"Rice
Water
Squid
Soy Sauce
Rice Wine (sake)
Sugar
Garnished with bamboo leaves"
Mama Cookie,https://static.wikia.nocookie.net/cookingmama/images/2/2c/CM2_09.png/revision/latest/scale-to-width-down/150?cb=20190710100927,"White Flour (hakurikiko)
Egg Yolk
Sugar
Butter
Salt"
Panna Cotta,https://static.wikia.nocookie.net/cookingmama/images/6/64/CM2_10.png/revision/latest/scale-to-width-down/150?cb=20190710101018,"Milk
Fresh Cream
Sugar
Vanilla Extract
Gelatin
Strawberries
Lemon
Blueberry
Raspberry"
Waffle,https://static.wikia.nocookie.net/cookingmama/images/b/b3/CM2_11.png/revision/latest/scale-to-width-down/150?cb=20190710101051,"Pancake Mix
Melted Butter
Egg
Yeast
Sugar
Milk"
Chili Dog,https://static.wikia.nocookie.net/cookingmama/images/d/d4/CM2_12.png/revision/latest/scale-to-width-down/150?cb=20190710101127,"Bread Bun
Lettuce*
Tomato*
Cheese
Onion
Relish
Sausage
Ketchup
Mustard"
Meatloaf,https://static.wikia.nocookie.net/cookingmama/images/f/f4/CM2_13.png/revision/latest/scale-to-width-down/150?cb=20190711024914,"Pork
Eggs
Onion
Garlic
Butter
Salt
Pepper
Bread Crumbs
Sausage
Mushroom
Items to serve: two-side flag, cherry tomatoes, pudding/custard, olives, curly parsley"
Sweet Potato,https://static.wikia.nocookie.net/cookingmama/images/d/de/CM2_14.png/revision/latest/scale-to-width-down/150?cb=20190711025029,"Sweet Potato (satsumaimo)
Egg Yolk
Sugar
Salt
Milk
Butter"
Lobster,https://static.wikia.nocookie.net/cookingmama/images/2/2b/CM2_15.png/revision/latest/scale-to-width-down/150?cb=20190711025109,"Garlic
Butter
Parsley
Salt
Pepper
Hot Water
Lobster
Arrangement Items: Pudding, Broccoli, Cherry Tomatoes, Flag"
Sliced Burdock Root,https://static.wikia.nocookie.net/cookingmama/images/1/1b/CM2_16.png/revision/latest/scale-to-width-down/150?cb=20190711025200,"Burdock Root (gobo)
Carrot
Dried Red Pepper (takanotsume)
Fish Stock (dashi)
Cooking Wine (mirin)
Rice Wine (sake)
Soy Sauce"
Tempura,https://static.wikia.nocookie.net/cookingmama/images/b/b3/CM2_17.png/revision/latest/scale-to-width-down/150?cb=20190711115607,"Shrimp
Eggplant
Shiitake Mushroom
Sweet Potato (satsumaimo)
Wheat Flour (komugiko)
Salt
Water
Egg
Garnished with kinome, the leaf of the Japanese pepper plant"
Bagel,https://static.wikia.nocookie.net/cookingmama/images/7/75/CM2_18.png/revision/latest/scale-to-width-down/150?cb=20190711115650,"Enriched Flour (kyorikiko)
Hot Water
Sugar
Yeast
Salt
Olive Oil"
Seafood Rice Bowl,https://static.wikia.nocookie.net/cookingmama/images/7/7f/CM2_19.png/revision/latest/scale-to-width-down/150?cb=20190711115731,"Rice
Water
Squid
Shrimp (amaebi)
Scallop
Tuna
Sea Urchin
Wasabi
Salmon Roe
Shiso leaves"
Mama Rice Cracker,https://static.wikia.nocookie.net/cookingmama/images/e/ef/CM2_20.png/revision/latest/scale-to-width-down/150?cb=20190711115814,"Rice (mochigome)
Hot Water
Soy Sauce"
Sweet Dumpling,https://static.wikia.nocookie.net/cookingmama/images/7/7c/CM2_21.png/revision/latest/scale-to-width-down/150?cb=20190712112651,"Rice Flour (shiratamako)
Water
Soy Sauce
Sugar
Potato Flour (katakuriko)"
Tokoroten,https://static.wikia.nocookie.net/cookingmama/images/5/50/CM2_22.png/revision/latest/scale-to-width-down/150?cb=20190712112725,"Tengusa Seaweed
Hot Water
Vinegar
Garnished with sesame seeds"
Macaroon,https://static.wikia.nocookie.net/cookingmama/images/e/e0/CM2_23.png/revision/latest/scale-to-width-down/150?cb=20190712112812,"Almond Meal
Eggs Whites
Sugar
Green Food Coloring
Pink Food Coloring
Brown Food Coloring
Melted Chocolate
Strawberry Jam
Kiwi Jam"
Kimchi,https://static.wikia.nocookie.net/cookingmama/images/9/90/CM2_24.png/revision/latest/scale-to-width-down/150?cb=20190712112847,"Chinese Cabbage
Salt
White Radish (daikon)
Ginger
Garlic
Chinese Leek (nira)
Pickled Squid (shiokara)
Kimchi Spice
Carrot
Red Pepper (togarashi)"
Baguette,https://static.wikia.nocookie.net/cookingmama/images/5/5f/CM2_25.png/revision/latest/scale-to-width-down/150?cb=20190715075812,"Enriched Flour (kyorikiko)
Water
Salt
Yeast
White Flour (hakurikiko)
Sugar
Served with butter"
Crepe,https://static.wikia.nocookie.net/cookingmama/images/b/b5/CM2_26.png/revision/latest/scale-to-width-down/150?cb=20190715075833,"Egg
Butter
Wheat Flour (komugiko)
Milk
Sugar
Whipped Cream
Chocolate Icing
Strawberry Icing
Arrangement Items: Strawberries, Strawberry Ice Cream, Pudding, Chocolate Ice Cream, Banana, Orange, Kiwi"
Churros,https://static.wikia.nocookie.net/cookingmama/images/9/97/CM2_27.png/revision/latest/scale-to-width-down/150?cb=20190715075858,"Milk
Butter
Enriched Flour (kyorikiko)
Egg
Vanilla Oil
Sugar"
Hand Sushi Roll,https://static.wikia.nocookie.net/cookingmama/images/9/9a/CM2_28.png/revision/latest/scale-to-width-down/150?cb=20190715075925,"Eel (unagi)
Fillet of Tuna (maguro)
Cucumber
Shiitake Mushroom
Fish Stock (dashi)
Dried Gourd Shavings (kanpyo)
Sugar
Soy Sauce
Cooking Wine (mirin)
Egg
Rice
Rice Vinegar
Seaweed (nori)
Kombu*"
Ravioli,https://static.wikia.nocookie.net/cookingmama/images/1/1e/CM2_29.png/revision/latest/scale-to-width-down/150?cb=20190715100053,"Ricotta Cheese
Salt
Pepper
Basil
Semolina Flour
Olive Oil
Water
Garlic
Parmesan Cheese
Red Pepper (togarashi)
Tomato Sauce
Boiling Water (yudejiru)
Garnished with parsley"
Cake,https://static.wikia.nocookie.net/cookingmama/images/3/33/CM2_30.0.png/revision/latest/scale-to-width-down/150?cb=20231211060005,"Egg
White Flour (hakurikiko)
Milk
Melted Butter
Sugar
Strawberries
Cream
Toppings: Whipped Cream Dollops (Star), Strawberries, Chocolate House, Mama Figurine, Chocolate ""Happy Birthday"" Sign, Birthday Candle"
Fresh Spring Roll,https://static.wikia.nocookie.net/cookingmama/images/f/f7/CM2_31.png/revision/latest/scale-to-width-down/150?cb=20190715100234,"Lettuce
Chinese Leek (nira)
Shrimp
Water
Rice Paper
Nuoc Mam Spice (Vietnamese fish sauce)
Red Pepper (togarashi)
Lemon Juice
Vinegar
Sugar
Garlic
Garnished with cilantro"
Ice Cream,https://static.wikia.nocookie.net/cookingmama/images/e/e6/CM2_32.png/revision/latest/scale-to-width-down/150?cb=20190715100254,"Waffle Cone
Ice Creams
Strawberry
Chocolate
Vanilla
Mint Chocolate Chip
Dragon Fruit
Mango
Strawberry
Chocolate
Vanilla
Mint Chocolate Chip
Dragon Fruit
Mango
Toppings
Rainbow Sprinkles
Chocolate Sprinkles
Nuts
Rainbow Sprinkles
Chocolate Sprinkles
Nuts"
Mama Yaki,https://static.wikia.nocookie.net/cookingmama/images/0/0e/CM2_33.png/revision/latest/scale-to-width-down/150?cb=20190718002638,"Wheat Flour (komugiko)
Baking Powder
Water
Red Bean Paste (anko)
Matcha Bean Paste (matcha-an)
White Bean Paste (shiro-an)"
Escargot,https://static.wikia.nocookie.net/cookingmama/images/a/aa/CM2_34.png/revision/latest/scale-to-width-down/150?cb=20190718002717,"Garlic
Butter
Shallot
Salt
Pepper
Bacon
Parsley
Escargot
Liqueur (White Wine)
Served with bread
Garnished with parsley"
Strawberry Jam,https://static.wikia.nocookie.net/cookingmama/images/f/f5/CM2_35.png/revision/latest/scale-to-width-down/150?cb=20190718002742,"Strawberries
Lemon
Sugar
Served with dinner rolls"
Grilled Meat,https://static.wikia.nocookie.net/cookingmama/images/8/85/CM2_36.png/revision/latest/scale-to-width-down/150?cb=20190718002814,"Apple
Garlic
Ginger
Onion
Sugar
Rice Wine (sake)
Soy Sauce
Miso
Kalbi
Beef Skirt
Liver
Garnished with lettuce"
Paprika Marinade,https://static.wikia.nocookie.net/cookingmama/images/6/67/CM2_37.png/revision/latest/scale-to-width-down/150?cb=20190718081344,"Red Bell Pepper
Yellow Bell Pepper
Lemon
Garlic
Olive Oil
Salt
Pepper
Wine Vinegar
Parsley
Served on top of vegetables"
Mango Pudding,https://static.wikia.nocookie.net/cookingmama/images/0/0b/CM2_38.png/revision/latest/scale-to-width-down/150?cb=20190718081412,"Mango
Lemon Juice
Sugar
Gelatin
Fresh Cream
Hot Water
Served with evaporated milk on top"
Loco Moco,https://static.wikia.nocookie.net/cookingmama/images/e/e1/CM2_39.png/revision/latest/scale-to-width-down/150?cb=20190718081440,"Beef
Egg
Nutmeg
Milk
Salt
Pepper
Meat Juice
Wheat Flour (komugiko)
Water
Butter
White Wine
Served on top of rice with lettuce"
Goya Stir Fry,https://static.wikia.nocookie.net/cookingmama/images/4/43/CM2_40.png/revision/latest/scale-to-width-down/150?cb=20190718081503,"Pork Rib (Pork Belly)
Goya
Egg
Lard
Tofu
Salt
Pepper
Fish Stock (dashi granules)"
Seafood Salad,https://static.wikia.nocookie.net/cookingmama/images/8/8f/CM2_41.png/revision/latest/scale-to-width-down/150?cb=20190719000341,"Squid
Shrimp
Water
Salt
Clams
Mussels
White Wine
Celery
Wine Vinegar
Lemon Juice
Parsley
Pepper
Olive Oil
Balsamic Vinegar
Served with arugula"
Fruit Juice,https://static.wikia.nocookie.net/cookingmama/images/b/b1/CM2_42.png/revision/latest/scale-to-width-down/150?cb=20190719000713,"Strawberry
Apple
Cherry
Muskmelon
Banana
Orange
Pineapple
Kiwi
Served with ice and a straw"
Namerou,https://static.wikia.nocookie.net/cookingmama/images/7/77/CM2_43.png/revision/latest/scale-to-width-down/150?cb=20190719000434,"Ginger
Chives (asatsuki)
Horse Mackerel
Sake
Miso
Garnished with chives and a shiso leaf"
Strawberry Roll Cake,https://static.wikia.nocookie.net/cookingmama/images/b/b3/CM2_44.png/revision/latest/scale-to-width-down/150?cb=20190719000505,"Egg
White Flour (hakurikiko)
Baking Powder
Milk
Vegetable Oil
Strawberries
Cream"
Chinese Porridge,https://static.wikia.nocookie.net/cookingmama/images/8/82/CM2_45.png/revision/latest/scale-to-width-down/150?cb=20190719110528,"Rice
Water
Vegetable Oil
Dried Scallop (kaibashira)
Scallop Soup Stock (modoshi-jiru)
Chives (asatsuki)"
Simmered Flounder,https://static.wikia.nocookie.net/cookingmama/images/a/a6/CM2_46.png/revision/latest/scale-to-width-down/150?cb=20190719110548,"Flounder
Ginger
Water
Sugar
Rice Wine (sake)
Soy Sauce
Cooking Wine (mirin)"
Bamboo Steamed Rice,https://static.wikia.nocookie.net/cookingmama/images/f/fc/CM2_47.png/revision/latest/scale-to-width-down/150?cb=20190719110608,"Pork Rib (Pork Belly)
Bamboo Shoot
Shiitake Mushroom
Rice
Shiitake Soup Stock (modoshi-jiru)
Water
Salt
Rice Wine (sake)
Soy Sauce
Sugar
Soup Stock (bouillon powder)
Pine Seed
Bamboo Leaves
Served on a bed of leaves"
Lotus Root with Mustard,https://static.wikia.nocookie.net/cookingmama/images/d/de/CM2_48.png/revision/latest/scale-to-width-down/150?cb=20190719110629,"Lotus Root
Hot Water
Vinegar
White Miso
Cooking Wine (mirin)
Bread Crumbs (panko)
Mustard (karashi)
Wheat Flour (komugiko)
Water
Egg
Salt"
Oden,https://static.wikia.nocookie.net/cookingmama/images/6/6c/CM2_49.png/revision/latest/scale-to-width-down/150?cb=20190719235542,"White Radish (daikon)
Konnyaku
White Fish Cake (hanpen)
Rice Washed Water (togi-jiru)
Boiled Eggs
Fish Stock (dashi)
Soy Sauce
Rice Wine (sake)
Sugar
Salt
Fried Fish Paste (satsuma-age)
Burdock Roll (gobo-maki)
Kombu*"
Cream Puff,https://static.wikia.nocookie.net/cookingmama/images/f/f3/CM2_50.png/revision/latest/scale-to-width-down/150?cb=20190719235606,"Egg
Cream
Salt
Butter
Cake Flour
Milk
Custard Powder
Granulated Sugar
Vanilla Extract
Garnished with berries (raspberry, blueberry, red currant) and mint"
Almond Jelly,https://static.wikia.nocookie.net/cookingmama/images/b/b3/CM2_51.png/revision/latest/scale-to-width-down/150?cb=20190719235710,"Almond Jelly Powder
Sugar
Water
Milk
Fresh Cream
Gelatin
Arrangement Items: Pineapple Chunks, Orange Slices, Cherries"
Pop Corn,https://static.wikia.nocookie.net/cookingmama/images/a/a7/CM2_52.png/revision/latest/scale-to-width-down/150?cb=20190719235740,"Popcorn Kernels
Salt"
Lamb Steak,https://static.wikia.nocookie.net/cookingmama/images/1/16/CM2_53.png/revision/latest/scale-to-width-down/150?cb=20190723232558,"Lamb with Bone
Salt
Pepper
Garlic/Mustard*
Arrangement Items: Pudding, Broccoli, Cherry Tomatoes, Fries"
Mayonnaise Shrimp,https://static.wikia.nocookie.net/cookingmama/images/2/28/CM2_54.png/revision/latest/scale-to-width-down/150?cb=20190723232633,"Garlic
Shrimp
Potato Flour (katakuriko)
Mayonnaise
Milk
Condensed Milk
Soy Sauce
Ketchup
Spicy Bean Paste (Doubanjiang, a Chinese paste of soybeans and chilies)
Garnished with a tomato"
Cinderella,https://static.wikia.nocookie.net/cookingmama/images/3/37/CM2_55.png/revision/latest/scale-to-width-down/150?cb=20190723232706,"Orange Juice
Pineapple Juice
Lemon Juice
Ice
Garnished with a cherry"
Clam Chowder,https://static.wikia.nocookie.net/cookingmama/images/1/18/CM2_56.png/revision/latest/scale-to-width-down/150?cb=20190723232731,"Carrot
Potato
Celery
Onion
Clams (asari)
White Wine
Water
Consomme
Bay Leaf
Milk
Fresh Cream
Garnished with parsley"
Gyro,https://static.wikia.nocookie.net/cookingmama/images/2/2e/CM2_57.png/revision/latest/scale-to-width-down/150?cb=20190730120252,"Enriched Flour (kyorikiko)
Yeast
Sugar
Salt
Olive Oil
Water
Lettuce
Tomato
Kebab Meat
Shredded Cheese"
Jambalaya,https://static.wikia.nocookie.net/cookingmama/images/7/75/CM2_58.png/revision/latest/scale-to-width-down/150?cb=20190730120401,"Bacon
Chicken Leg (Chicken Thigh)
Garlic
Onion
Red Bell Pepper
Yellow Bell Pepper
Rice
Tomato Sauce
Cajun Spice
Bay Leaf"
Cream of Mushroom Pasta,https://static.wikia.nocookie.net/cookingmama/images/7/7c/CM2_59.png/revision/latest/scale-to-width-down/150?cb=20190730120442,"Egg
Semolina Flour
Olive Oil
White Flour (hakurikiko)
Enriched Flour (kyorikiko)
Water
Salt
Bacon
Shimeji Mushrooms
Button Mushroom
Butter
Pepper
White Wine
Fresh Cream"
California Roll,https://static.wikia.nocookie.net/cookingmama/images/9/95/CM2_60.png/revision/latest/scale-to-width-down/150?cb=20190730120513,"Vinegar
Sugar
Salt
Rice
Avocado
Cucumber
White Sesame Seeds
Black Sesame Seeds
Crab Sticks"
Chocolate,https://static.wikia.nocookie.net/cookingmama/images/2/26/CM2_61.png/revision/latest/scale-to-width-down/150?cb=20190801233555,"Couverture
Fresh Cream
White Chocolate
Strawberry Flavored Chocolate
Star Candies
Heart Candies
Rose Candies"
Korean Pancake,https://static.wikia.nocookie.net/cookingmama/images/a/aa/CM2_62.png/revision/latest/scale-to-width-down/150?cb=20190801233639,"Chinese Leek (nira)
Onion
Egg
Salt
White Flour (hakurikiko)
Water"
Cotoletta,https://static.wikia.nocookie.net/cookingmama/images/0/0b/CM2_63.png/revision/latest/scale-to-width-down/150?cb=20190801233659,"Pork
Salt
Pepper
Bread
Flour (komugiko)
Eggs
Arrangement Items: Pudding, Broccoli, Cherry Tomatoes, Flag, Fries"
Pork Dumpling,https://static.wikia.nocookie.net/cookingmama/images/a/ae/CM2_64.png/revision/latest/scale-to-width-down/150?cb=20190801233749,"White Flour (hakurikiko)
Salt
Sugar
Water
Pork
Bamboo Shoot
Shiitake Mushroom
Onion
Pepper
Sesame Oil
Potato Flour (katakuriko)"
Shark Fin Soup,https://static.wikia.nocookie.net/cookingmama/images/2/2b/CM2_65.png/revision/latest/scale-to-width-down/150?cb=20190804110116,"Pork
Garlic
Green Onion/Leek (negi)
Bamboo Shoot
Shiitake Mushroom
Potato Flour (katakuriko)
Ginger Juice
Rice Wine (sake)
Soy Sauce
Chinese Cooking Wine (Shàoxīng wine)
Shark Fin
Water
Chicken Stock
Salt
Pepper"
Doughnut,https://static.wikia.nocookie.net/cookingmama/images/9/93/CM2_66.png/revision/latest/scale-to-width-down/150?cb=20190804110139,"Sugar
White Flour (hakurikiko)
Butter
Egg
Salt
Yeast
Milk"
Tandoori Chicken,https://static.wikia.nocookie.net/cookingmama/images/d/d8/CM2_67.png/revision/latest/scale-to-width-down/150?cb=20190804110215,"Chicken Leg Quarter
Garlic
Ginger
Turmeric
Coriander
Yogurt
Salt
Pepper
Chili Pepper
Garnished with lemon slice and vegetables"
Squid Fried Soba,https://static.wikia.nocookie.net/cookingmama/images/8/80/CM2_68.png/revision/latest/scale-to-width-down/150?cb=20190804110234,"Squid
Pork Rib (Pork Belly)
Cabbage
Bean Sprouts
Salt
Pepper
Noodles
Brown Sauce"
Bananas Foster,https://static.wikia.nocookie.net/cookingmama/images/9/9e/CM2_69.png/revision/latest/scale-to-width-down/150?cb=20190804115256,"Banana
Butter
Sugar
Rum
Vanilla Ice Cream"
Chinese Steamed Bun,https://static.wikia.nocookie.net/cookingmama/images/5/5e/CM2_70.png/revision/latest/scale-to-width-down/150?cb=20190804115322,"White Flour (hakurikiko)
Yeast
Water
Salt
Oil"
Hotcake,https://static.wikia.nocookie.net/cookingmama/images/c/cd/CM2_71.png/revision/latest/scale-to-width-down/150?cb=20190804115350,"Pancake Mix
Egg
Milk
Served with pancake syrup and a pat of butter"
Sesame Dumplings,https://static.wikia.nocookie.net/cookingmama/images/6/62/CM2_72.png/revision/latest/scale-to-width-down/150?cb=20190804115502,"Rice Flour (shiratamako)
Flour Starch (ukiko)
Lard
Water
Sugar
Red Bean Paste (anko)
Sesame Seeds"
Rice Croquette,https://static.wikia.nocookie.net/cookingmama/images/b/b3/CM2_73.png/revision/latest/scale-to-width-down/150?cb=20190805093501,"Onion
Mozzarella
Parmesan Cheese
Butter
Rice
White Wine
Water
Bouillon
Tomato Sauce
Meat Sauce
Flour (komugiko)
Egg
Bread Crumbs (panko)
Garnished with parsley"
Scone,https://static.wikia.nocookie.net/cookingmama/images/2/2e/CM2_74.png/revision/latest/scale-to-width-down/150?cb=20190805093524,"Butter
White Flour (hakurikiko)
Sugar
Baking Powder
Fresh Cream
Milk
Whipped Egg"
Kama Meshi,https://static.wikia.nocookie.net/cookingmama/images/1/1d/CM2_75.png/revision/latest/scale-to-width-down/150?cb=20190805093554,"Shimeji Mushroom
Shiitake Mushroom
Carrot
Chicken Leg (Chicken Thigh)
Rice
Stock
Salt
Soy Sauce
Cooking Wine (mirin)
Garnished with mitsuba, Japanese wild parsley"
Sautéed Liver & Chives,https://static.wikia.nocookie.net/cookingmama/images/1/12/CM2_76.png/revision/latest/scale-to-width-down/150?cb=20190805093618,"Liver
Ginger
Shiitake Mushroom
Chinese Leek (nira)
Garlic
Potato Flour (katakuriko)
Spicy Bean Paste (Doubanjiang, a Chinese paste of soybeans and chilies)
Soy Sauce
Rice Wine (sake)
Oyster Sauce
Sugar
Salt
Pepper"
Quiche,https://static.wikia.nocookie.net/cookingmama/images/d/dc/CM2_77.png/revision/latest/scale-to-width-down/150?cb=20190805110051,"Butter
Flour (komugiko)
Egg
Water
Gruyere Cheese
Bacon
Salt
Pepper
Nutmeg
Fresh Cream"
